X,Y,portid,portname,country,ISO3,fullname,lat,lon,pageid,ObjectId
15147311.0950538,4254923.85203606,port1325,Tsuruga,Japan,JPN,"Tsuruga, Japan",35.66719379,136.0706107,3b1f40eb8acd452ab6229331302891fe,1
10996330.2513349,193165.405578009,port1198,Sibolga,Indonesia,IDN,"Sibolga, Indonesia",1.734969159,98.78171534,4d00b008b4be4068bf8a19d7da6e8cf6,2
12063063.0710255,2465268.52225189,port339,Fangcheng,China,CHN,"Fangcheng, China",21.61420534,108.3643393,266042b244cf452a89f4a2de14f3da2f,3
14606584.8059802,4021402.44075359,port1335,Ube,Japan,JPN,"Ube, Japan",33.94487467,131.2131838,f3f6725ef00e4d3f8f9c93c45258667e,4
18741773.5149655,-5875427.58703623,port153,Bluff Harbor,New Zealand,NZL,"Bluff Harbor, New Zealand",-46.59012995,168.360216,894ab5e5a18e48b6922c023196f74c8f,5
-164204.393165344,7359181.0867714,port1334,Tynemouth,United Kingdom,GBR,"Tynemouth, United Kingdom",54.98616295,-1.475073161,c5c5cc67df43466e999530930e8425d1,6
13439488.0766536,4551048.9124275,port897,Penglai,China,CHN,"Penglai, China",37.79885005,120.7289755,0f79b45e2a6b466682a3e2c4d5d8d3df,7
1693740.33248394,3808549.02591465,port750,Misrata,Libya,LBY,"Misrata, Libya",32.34398379,15.21512828,70d1343f8a804a53bd7d766c3dbed671,8
5360523.2473806,3560699.31390844,port563,Khorramshahr,Iran,IRN,"Khorramshahr, Iran",30.44360334,48.15439964,0c2107f4770842e4b68a3986bb94b6c4,9
14913858.3822843,4105068.13411199,port1343,Uno,Japan,JPN,"Uno, Japan",34.56607811,133.9734693,2ab531a159ee4add8bb76a491e2cf25b,10
12926691.1799031,-365300.575252474,port1224,Stagen,Indonesia,IDN,"Stagen, Indonesia",-3.279758294,116.1224426,1747e111d06f494194eb7b517b3854c4,11
5733908.01877381,4391133.88080339,port834,Nowshahr Port,Iran,IRN,"Nowshahr Port, Iran",36.65505162,51.50857211,0442995aff114fcbb7180bcb003ebe41,12
13383120.6287262,4304306.75392503,port1069,Qingdao,China,CHN,"Qingdao, China",36.02677905,120.2226181,c27f8d2d036f465d996bcf1429c44926,13
14755429.9969324,3924675.7023748,port1345,Uwajima,Japan,JPN,"Uwajima, Japan",33.2210061,132.5502829,d1bba355809847d38cc2a7a30ab7a188,14
3321505.3842978,3652942.72877377,port23,Alexandria,Egypt,EGY,"Alexandria, Egypt",31.15536502,29.83759053,a068e6e45ebc45ecb3aeda0a5ea19a38,15
5359493.10794474,3381444.52751926,port743,Mina Al Ahmadi,Kuwait,KWT,"Mina Al Ahmadi, Kuwait",29.0455478,48.14514574,a019490627984d30b93e97fa158d2d0a,16
17215.3736815886,6922007.99047067,port1400,Wisbech,United Kingdom,GBR,"Wisbech, United Kingdom",52.66901607,0.154648333,debaeedb9dd44523ba7b9b7994db71b9,17
14561995.7616791,4016804.54737082,port1378,Kitakyushu (Wakamatsu),Japan,JPN,"Kitakyushu (Wakamatsu), Japan",33.91060335,130.8126336,b03377320188458bb9fdb39ed2bbb51a,18
13331987.1226933,4246996.38697745,port1070,Dongjiakou,China,CHN,"Dongjiakou, China",35.60931763,119.763278,c5e6bf92ae064185b0723656aa59b07c,19
3621294.1920369,3497253.9742806,port71,As Suways,Egypt,EGY,"As Suways, Egypt",29.95100833,32.53063921,985a636a613c43919bfb65a922bd6e6b,20
536519.215157731,6874666.93335355,port45,Amsterdam,The Netherlands,NLD,"Amsterdam, The Netherlands",52.41036165,4.819634112,148e0d053aec4eb0a27d53cc6a7ae520,21
12548118.6274687,-803716.164560067,port1237,Tanjung Perak,Indonesia,IDN,"Tanjung Perak, Indonesia",-7.200873409,112.7216675,78366a0da4c64d2bbf93abb950d0ad2a,22
15042991.2291262,4053559.75663765,port1379,Wakayama-Shimotsu,Japan,JPN,"Wakayama-Shimotsu, Japan",34.18417973,135.1334894,4d672891769848a08aa67454c1a270a6,23
16618603.3611043,-2425445.31562262,port458,Hay Point,Australia,AUS,"Hay Point, Australia",-21.28124079,149.287454,d3918531627c4747b3fa1ddb322d63ed,24
-396652.937224868,7294408.38680927,port1402,Workington,United Kingdom,GBR,"Workington, United Kingdom",54.65091454,-3.56319396,8c850801b4a4451590c6dfb0eeb1b8c9,25
12093562.7524674,2473000.89349451,port1071,Qinzhou,China,CHN,"Qinzhou, China",21.67876784,108.6383226,f93233bbee184bf3815bb214789503da,26
19817961.4715665,-4675353.36028526,port396,Gisborne,New Zealand,NZL,"Gisborne, New Zealand",-38.67590403,178.0277769,6d1fc125b9464c16a2c001a57b4d890c,27
13319377.8081238,4855260.72560444,port1072,Qinhuangdao,China,CHN,"Qinhuangdao, China",39.92645539,119.6500066,ecba22e319b9411a82c2ce1319e58cf6,28
12930507.3567629,-202655.23780238,port1262,Tanah Merah,Indonesia,IDN,"Tanah Merah, Indonesia",-1.820176741,116.1567239,1a38f87a17ef4b0ea570fe4a3eb466f6,29
1472646.56450395,5746298.95182751,port1142,San Giorgio,Italy,ITA,"San Giorgio, Italy",45.78711073,13.22900917,bb67a6d94b194e29ae42fe1b78d96afd,30
13427092.5066384,3763089.78277659,port1073,Qiwei,China,CHN,"Qiwei, China",31.99831756,120.6176242,fe1788bd2872444186a111bfe8f19d92,31
14533168.7223781,3832217.60980326,port1411,Yatsushiro,Japan,JPN,"Yatsushiro, Japan",32.52343634,130.5536759,8cecb8b43faa469c87aa4341a5c670e4,32
-8537761.64848104,4125600.38669325,port767,Morehead City,United States,USA,"Morehead City, United States",34.71782416,-76.69601781,f50e4edbddb14318b79c42648cc03b67,33
3778431.88243961,3089225.18012998,port191,Safaga,Egypt,EGY,"Safaga, Egypt",26.72555551,33.9422311,11463b58a3054345a897c7484b631d20,34
14740601.305675,3956121.47289616,port1412,Yawatahama,Japan,JPN,"Yawatahama, Japan",33.45700083,132.4170745,c9272a71175f4707b00263ec4ea2c273,35
13299820.9216825,2971562.33050719,port370,Fuzhou,China,CHN,"Fuzhou, China",25.77760491,119.4743241,019656b8fc54490996b54132f5c8234f,36
15212510.6536446,4159988.27436907,port1416,Yokkaichi,Japan,JPN,"Yokkaichi, Japan",34.97134904,136.6563083,dd33cd2196504a2b97c24ca2738e1043,37
13213966.3432696,2856853.68643038,port1074,Quanzhou,China,CHN,"Quanzhou, China",24.84610329,118.7030793,f4fde59e85dd489a91cf073a7e2ad4ac,38
12995980.3160231,-994953.138402448,port1267,Tanjung Benete,Indonesia,IDN,"Tanjung Benete, Indonesia",-8.901785947,116.7448775,89e6172192544d3aaf0ceda304ef1a7c,39
775246.021203555,7041474.24686279,port285,Delfzijl,The Netherlands,NLD,"Delfzijl, The Netherlands",53.31497835,6.964153498,d5234dbc91b74ee7ba55ce1cb833f70e,40
-446492.271466946,589042.874974926,port4,Abidjan,Côte d'Ivoire,CIV,"Abidjan, Côte d'Ivoire",5.283956223,-4.010908317,fb08117c1d8743a4b7c1d8a216d6d975,41
3596478.87452636,3665205.2709667,port192,Port Said,Egypt,EGY,"Port Said, Egypt",31.24958629,32.30771942,87392bda133f4d98ac6a7d3ed8d4a6b5,42
13306303.4341177,4211398.2444029,port1105,Rizhao,China,CHN,"Rizhao, China",35.34890965,119.5325575,86be771c415b406cacf7fa546da2abf2,43
16399812.2156406,-5288716.74410123,port469,Hobart,Australia,AUS,"Hobart, Australia",-42.84702725,147.3220197,e8cf2b63b2604da08236375ba34842e6,44
15547861.0649373,4222137.10436303,port1417,Yokohama,Japan,JPN,"Yokohama, Japan",35.42755553,139.6688123,c1cce71c68f84ff8a3421eb918220ed8,45
11799771.5694991,-665080.540354074,port1268,Tanjung Geren,Indonesia,IDN,"Tanjung Geren, Indonesia",-5.963722374,105.9991515,fd1ca16b63b54efe8350239d13eb1978,46
15546163.0976123,4207589.32117563,port1418,Yokosuka,Japan,JPN,"Yokosuka, Japan",35.32099664,139.6535592,20d1e0abb880479a813873da4aa74bf3,47
3535448.30433659,3692912.97277424,port274,Damietta,Egypt,EGY,"Damietta, Egypt",31.46213686,31.75947248,1b9285ff906f45c0aa30f0a6f15199d4,48
5702738.33425993,5404112.42242426,port16,Aktau Port,Kazakhstan,KAZ,"Aktau Port, Kazakhstan",43.60236745,51.22857007,d5f17de66bfb4e9b96ad25cd82139fe5,49
-736785.243333273,528787.081982892,port1146,San Pedro,Côte d'Ivoire,CIV,"San Pedro, Côte d'Ivoire",4.744742838,-6.618654452,3e1f5b2c974b4eee90de1d75c14b15b0,50
5594803.96565456,5551856.33796399,port129,Bautino,Kazakhstan,KAZ,"Bautino, Kazakhstan",44.55577479,50.25897914,79e51d0de0e6481daeaef75f6d4f4b4e,51
3613666.18200397,3491236.81793352,port321,Al Adabiyah,Egypt,EGY,"Al Adabiyah, Egypt",29.90416291,32.46211563,88ecd7ac247342398eb9259afdb0d2ee,52
6074001.4073656,2828215.29458672,port5,Abu Dhabi,United Arab Emirates,ARE,"Abu Dhabi, United Arab Emirates",24.61243288,54.563683,ff2af6b07d6a4ba1bd80b99ae32b1176,53
-2014424.09028324,9793869.61393864,port17,Akureyri,Iceland,ISL,"Akureyri, Iceland",65.69501582,-18.09587949,9b2ad43c7f8c4ed5a1a9b750102f35da,54
6173075.25212071,2927394.72260125,port13,Ajman,United Arab Emirates,ARE,"Ajman, United Arab Emirates",25.41978684,55.45367849,573edce8b77b4cc0b248cd398f20d45d,55
-1590409.28085769,9519530.8872921,port295,Djupivogur,Iceland,ISL,"Djupivogur, Iceland",64.66058562,-14.28688965,bb3b31f2483044f3a5ddcfda7da08ecd,56
6177676.44623715,2933280.1358463,port22,Al Hamriyah LPG Terminal,United Arab Emirates,ARE,"Al Hamriyah LPG Terminal, United Arab Emirates",25.46752849,55.49501172,6fd6b4ba2ecd41d5b392ba77452be856,57
-1568130.55828245,9619685.44670279,port329,Eskifjordhur,Iceland,ISL,"Eskifjordhur, Iceland",65.04291822,-14.08675648,1a0eea0efc634fa290623a034750b684,58
6164454.09189232,2920412.97446147,port72,Sharjah,United Arab Emirates,ARE,"Sharjah, United Arab Emirates",25.36312735,55.37623329,36acd1e3c9f94f0c95cff8bce18fcefb,59
-2431574.94213287,9391463.00561213,port1098,Reykjavik,Iceland,ISL,"Reykjavik, Iceland",64.16372639,-21.84320935,3de889e9a17c4aa78a5fb2b435a828a9,60
6154946.03926204,2909359.95046253,port306,Dubai,United Arab Emirates,ARE,"Dubai, United Arab Emirates",25.27337362,55.290821,e3b0e79699954abe82fa561e6a6d7a2b,61
3891578.08600179,3433265.42739612,port19,Aqaba,Jordan,JOR,"Aqaba, Jordan",29.45171189,34.95864074,dac54a37987649e888a4d23e5a23851e,62
-7893899.54769656,5105480.85878313,port808,New Bedford,United States,USA,"New Bedford, United States",41.62842538,-70.91210615,7c55b11fa676410b85fdded409d14649,63
13353493.4583212,4497091.22029639,port1151,Sanshandaocun,China,CHN,"Sanshandaocun, China",37.41485613,119.9564727,5ee9fe86ea59433084082bb16bc09501,64
6273902.00148274,2900351.43943835,port362,Fujairah,United Arab Emirates,ARE,"Al Fujayrah, United Arab Emirates",25.20017278,56.35942059,18e896cce55349e48d994f5ceef19bf0,65
12980215.89539,2680184.6717726,port1187,Shantou,China,CHN,"Shantou, China",23.39769643,116.6032633,76cd98c6668b4302b353ddee80ddd018,66
5867674.14200946,2768888.32168095,port512,Jabal Az Zannah-Ruways,United Arab Emirates,ARE,"Jabal Az Zannah-Ruways, United Arab Emirates",24.12697586,52.71021364,3cf7e4a4ae10499bb41728f5b59ebe39,67
13541370.0457328,3657682.55184156,port1188,Shanghai (Pudong),China,CHN,"Shanghai (Pudong), China",31.19179536,121.6441968,bde0534e45f346e9b136bc5b185f9789,68
6274941.08543968,2919250.21982539,port561,Khor Fakkan,United Arab Emirates,ARE,"Khor Fakkan, United Arab Emirates",25.35368858,56.36875484,017374a2fdfb4fa7bec59e488274926d,69
12669308.8397745,2581482.08568217,port1189,Shekou (Shenzhen),China,CHN,"Shekou (Shenzhen), China",22.58146762,113.8103377,9e34b20f996642aab7000a1972ba0c68,70
6131234.52797357,2875673.31949064,port744,Jebel Ali,United Arab Emirates,ARE,"Jebel Ali, United Arab Emirates",24.99941947,55.07781687,d10ddc98bfee43949a09ea4d790a18f8,71
13625787.8012142,4422532.61115867,port1191,Shidao Newport,China,CHN,"Shidao Newport, China",36.88099953,122.4025344,33d63b6a11644e5e8daa2bdaa9f0abdb,72
6240911.17128769,2995029.79654391,port747,Mina Saqr,United Arab Emirates,ARE,"Mina Saqr, United Arab Emirates",25.96728647,56.06305892,51c2bcec1bfa48978500e2286b650ae0,73
13184488.5413573,2834158.99146846,port1192,Shijing Longxiang,China,CHN,"Shijing Longxiang, China",24.6609656,118.4382757,5b99febc965b448a86420a87095e493b,74
6187164.01942072,2948155.27053427,port1340,Umm al Qaiwain,United Arab Emirates,ARE,"Umm al Qaiwain, United Arab Emirates",25.58810902,55.58024004,c2afc8fe64684437b66bc12dc319ec46,75
13188631.5188462,4722655.00701798,port1195,Shougang Jingtang,China,CHN,"Shougang Jingtang, China",39.00686524,118.4754927,9d9e978c7e064e26b13e01119bd02bad,76
19694413.8130083,-4789991.91579038,port794,Napier,New Zealand,NZL,"Napier, New Zealand",-39.47534995,176.9179294,cc85fdaf40be4f3d98641beca92085dd,77
5320825.24420685,3575474.29184428,port20,Al Basrah,Iraq,IRQ,"Al Basrah, Iraq",30.55796288,47.79778641,dae9dedc428d46c4bbaaa6dc1ad08a0d,78
1003322.643768,4733977.88996979,port1167,Sarroch Oil Terminal,Italy,ITA,"Sarroch Oil Terminal, Italy",39.08586095,9.013000658,6b4e6baab100456a9e5c1438bb6d1479,79
5332406.39748779,3518184.18090536,port1341,Umm Qasr,Iraq,IRQ,"Umm Qasr, Iraq",30.1137845,47.90182168,bc52a96fda974f8eb42204484ce82c16,80
13337310.7435695,3804528.78855793,port375,Gaogang,China,CHN,"Gaogang, China",32.31346734,119.8111009,eedecdcb37ee4abc9cc8bd55e034f0d0,81
2181679.74612713,3555982.4771604,port21,Ras Lanuf (Al Burayqah),Libya,LBY,"Ras Lanuf (Al Burayqah), Libya",30.40706634,19.59836261,563e936281e04c7f9e18901e1341f004,82
1413758.47372427,3866867.63488483,port85,Az Zawiyah,Libya,LBY,"Az Zawiyah, Libya",32.78550356,12.70000845,d7bf1937bf5b4d12b3b8026724917408,83
3981948.18371149,4235265.87550174,port26,Latakia,Syria,SYR,"Latakia, Syria",35.52359965,35.77044914,9874522f3a314ca487feb85e29ad2dc1,84
2231663.45651675,3777958.98838829,port110,Benghazi,Libya,LBY,"Benghazi, Libya",32.1115254,20.04737392,84383c14b49e421ab68858e6039e4525,85
2235642.22328515,3619175.83047591,port334,Ez Zueitina,Libya,LBY,"Ez Zueitina, Libya",30.89542737,20.08311579,7cceb25ff7c2447ba9766c439a264ed9,86
761645.687427675,7065068.30279282,port316,Eemshaven,The Netherlands,NLD,"Eemshaven, The Netherlands",53.44141225,6.841979621,1174917582184040bd7b53a46884658a,87
1585753.74167904,3852620.56868315,port562,Khoms,Libya,LBY,"Khoms, Libya",32.67784227,14.24506823,39aeea1d24614cd4ad1e7db276fe045b,88
1362335.02160604,3876015.36242867,port710,Mellitah (Marsa Sabratah),Libya,LBY,"Mellitah (Marsa Sabratah), Libya",32.85456191,12.23806372,287333bf080245d1b4308a469f09e829,89
-8114428.39486426,5053099.70218122,port809,New Haven,United States,USA,"New Haven, United States",41.27574662,-72.89315049,29afd816dbb5482dadf920c8951fe4ad,90
2669910.78121397,3771336.79081454,port734,Marsa Tobruk,Libya,LBY,"Marsa Tobruk, Libya",32.06112409,23.98421662,1e88025acc1b47319b38c98980d5360a,91
1469482.24563923,3882655.49453182,port748,Tripoli,Libya,LBY,"Tripoli, Libya",32.90465619,13.20058361,d1fb02ef851b4242925ae767c7bda525,92
19288996.9883831,-5050948.6577997,port804,Nelson,New Zealand,NZL,"Nelson, New Zealand",-41.26122281,173.2760081,7acdb481fddb4fc1ba1a9da706c21e70,93
293071.48821145,4801358.25328908,port1431,Palma de Mallorca,Spain,ESP,"Palma de Mallorca, Spain",39.55412038,2.632705972,30650b2e17ac4137801f2336d2315ca0,94
-9999793.37410985,1525552.39271864,port6,Acajutla,El Salvador,SLV,"Acajutla, El Salvador",13.57544007,-89.82967226,9f3b0522020b4c46a545c89cd56e9445,95
12364593.4298967,2448785.65047404,port1196,Shui Dong,China,CHN,"Shui Dong, China",21.47648316,111.0730326,14d4622a0385425b957ed1782da52ce2,96
945528.527250338,5513573.72366514,port1171,Savona,Italy,ITA,"Savona, Italy",44.31020779,8.493827276,79c2d9cc9dc84a10b756cac07bce8466,97
-11117745.61399,1902535.79092294,port7,Acapulco,Mexico,MEX,"Acapulco, Mexico",16.84281811,-99.8724081,de55dd88c78d486d8ba3f46c339dca49,98
13775837.5358484,-1821282.08403779,port591,Koolan,Australia,AUS,"Koolan, Australia",-16.14294107,123.7504541,55c141d968f54791b593f455a8871d1f,99
13140080.0906661,4587388.33294186,port1233,Sundaomen Wuz,China,CHN,"Sundaomen Wuz, China",38.05634359,118.0393478,c5071f9d30874745ab484fca3c82f73d,100
685063.180465847,8972140.02969422,port30,Alesund,Norway,NOR,"Alesund, Norway",62.4728339,6.154027256,62201512abad4d8685d701cc4317c3e7,101
4335901.79957549,5975216.52307532,port1249,Taganrog,Russian Federation,RUS,"Taganrog, Russian Federation",47.20266132,38.95006857,cb11183f86f64d3c9ded8ed7cae0fd82,102
13502859.0678928,4798554.69100587,port410,Gourd Shanzui,China,CHN,"Gourd Shanzui, China",39.53469957,121.2982468,f21094a84990442488f4421ae5644aba,103
13484977.7290311,3722361.7472237,port1253,Suzhou (Taicang),China,CHN,"Suzhou (Taicang), China",31.68751575,121.137616,3583cb8dc975454189f759d8f385820d,104
604257.591622785,7016897.17274378,port454,Harlingen,The Netherlands,NLD,"Harlingen, The Netherlands",53.1828773,5.428138301,56876ba8480245438e77bbe515cdaeb2,105
16483925.3008077,-2260449.01603877,port0,Abbot Point,Australia,AUS,"Abbot Point, Australia",-19.89375525,148.0776204,70c2b1174cb1481dabbd0ffd248143e1,106
709293.513940952,8973666.81099829,port39,Alvika,Norway,NOR,"Alvika, Norway",62.47917202,6.371692045,f86a4ececa65448db1f20b11f40ea93f,107
13249384.5984885,4755430.98869497,port1266,Tangshan (Jingtang),China,CHN,"Tangshan (Jingtang), China",39.23528919,119.0212469,8ff219c3f1af499a8af8fc0668b395cc,108
16611408.2258168,-2404682.44819951,port675,Mackay,Australia,AUS,"Mackay, Australia",-21.10734084,149.222819,fdda1cfd3b2b490f87bb52369a3aff24,109
13095940.5544688,59556.2204903288,port1270,Tanjung Sangata,Indonesia,IDN,"Tanjung Sangata, Indonesia",0.534994857,117.6428356,ef4ee8559c204ad69faa6d9757bad78e,110
13106046.0599194,4713041.49869923,port1297,Tianjin Xin Gang,China,CHN,"Tianjin Xin Gang, China",38.9397259,117.7336149,1251d60de98747a691dd5cfbed46fa07,111
-10033322.2993463,3494559.45993938,port812,New Orleans,United States,USA,"New Orleans, United States",29.93003343,-90.13086772,0e77e5214e0546a591988ef81488fc56,112
-10896508.5922969,2569746.86530656,port38,Altamira,Mexico,MEX,"Altamira, Mexico",22.48409602,-97.88500212,a2fad640cb404366967bda15bda47a31,113
13251633.8867236,4475421.69914036,port1385,Weifang Port,China,CHN,"Weifang Port, China",37.26008605,119.0414526,b65cbe2b4f2c4433b349ab0c08fb19a7,114
11175141.4202414,-113683.053303526,port1281,Teluk Bayur,Indonesia,IDN,"Teluk Bayur, Indonesia",-1.021178175,100.3880034,837f68285c3b4c37bc1d699c7914d47d,115
-10508614.0911569,2051688.09702292,port252,Coatzacoalcos,Mexico,MEX,"Coatzacoalcos, Mexico",18.12075961,-94.40048653,32a99e5517bb43dbb5c9e2516d9c994c,116
12450147.6683235,2475011.26954268,port423,Guangdong Yangjiang Port,China,CHN,"Guangdong Yangjiang Port, China",21.69554902,111.8415794,a15a192164fd489a901e786e355c3a9d,117
341337.579823703,4406635.56250535,port32,Alger,Algeria,DZA,"Alger, Algeria",36.76668624,3.06628765,350cd25fa5404a909cfbc1242bad1d03,118
-10373087.77968,2088198.73807353,port298,Dos Bocas Terminal,Mexico,MEX,"Dos Bocas Terminal, Mexico",18.4321946,-93.18303296,48f2b8f4c14d4a6d9a97e8b6a419b645,119
19373105.73209,-4730037.56031302,port813,New Plymouth,New Zealand,NZL,"New Plymouth, New Zealand",-39.0583807,174.0315698,bc1f77fcd1534dacb0cb9bdc45b43a23,120
-12982591.0080456,3743579.81102217,port326,Ensenada,Mexico,MEX,"Ensenada, Mexico",31.84956467,-116.6245993,947232e395d34b06a911a3a2122ffc99,121
14682683.3108242,5325815.96941983,port1369,Vladivostok,Russian Federation,RUS,"Vladivostok, Russian Federation",43.09088665,131.8967883,bab7b60c39e641e3af67fc5b2e3e0954,122
13604619.6096714,4502068.78361707,port1386,Weihai,China,CHN,"Weihai, China",37.45036229,122.2123773,0ba8b694888b42fa9d70b7f8032e26d8,123
1913625.51254475,4938932.95582253,port1275,Taranto,Italy,ITA,"Taranto, Italy",40.50043567,17.19039046,0fef0f729d8f452d8d1e96eb013e58fb,124
513993.064308774,6886785.02932723,port487,IJmuiden,The Netherlands,NLD,"IJmuiden, The Netherlands",52.47671569,4.617278256,a8839568a34a4b85bab05488436c90ca,125
-12341698.5283364,3239308.77195095,port427,Guaymas,Mexico,MEX,"Guaymas, Mexico",27.92331318,-110.8673642,314bf82fdb3b468ea718cd09b2dd58f1,126
858240.540074593,8680120.29867624,port64,Ardalstangen,Norway,NOR,"Ardalstangen, Norway",61.2355915,7.709705946,0e0ad8f06a1b444880188bd4e894b58a,127
13460031.5766098,3249059.13152245,port1390,Wenzhou,China,CHN,"Wenzhou, China",28.0006769,120.9135209,91bacc9f031d4af9b0dd8aec0bd98c10,128
-8257615.40200293,4958356.6640341,port815,New York-New Jersey,United States,USA,"New York-New Jersey, United States",40.63298387,-74.17942126,573a99f0db4e483f98aeec3f23e2274d,129
-11375112.1578829,2031024.38491293,port637,Lazaro Cardenas,Mexico,MEX,"Lazaro Cardenas, Mexico",17.94425213,-102.1843711,ee32d602a45841a48cec1305cd5c05fc,130
13327340.1796057,3069293.33043821,port1403,Xiagong,China,CHN,"Xiagong, China",26.56552028,119.7215338,c02c357194924850bcd0976bf0552636,131
16132148.9528078,-4555181.50389642,port729,Melbourne,Australia,AUS,"Melbourne, Australia",-37.82817816,144.9175597,90ae5d7dceda4a5e96a5bd6ef82d6387,132
14610616.5419019,-97600.803430004,port1287,Tg. Sorong,Indonesia,IDN,"Tg. Sorong, Indonesia",-0.876728719,131.2494015,24e13668ad2041189c8529cbb910016d,133
-11609249.3074096,2161561.61690894,port699,Manzanillo,Mexico,MEX,"Manzanillo, Mexico",19.05626745,-104.2876609,debb756cfb934827a80b5bb21d13c88c,134
13137987.9298922,2810287.84837444,port1404,Xiamen,China,CHN,"Xiamen, China",24.46593394,118.0205536,b403e1fbd2bc4e3d9c599d4fdc2316cc,135
469227.79134627,6786085.08084418,port1114,Rotterdam,The Netherlands,NLD,"Rotterdam, The Netherlands",51.92228121,4.215144967,eaea80cf75f54d2e924223abc70979f3,136
13603992.0015143,-2037607.09236298,port176,Broome,Australia,AUS,"Broome, Australia",-18.0005002,122.2067394,b36bb56dbf33497bad7fda45d90c0a55,137
13245577.2492644,2896059.10855332,port1405,Xiuyu,China,CHN,"Xiuyu, China",25.16527891,118.9870449,0fd8ecf90f7246f99e364299a9850a11,138
12193773.8048578,2452900.71798134,port424,Guangxi Beibu Gulf Port,China,CHN,"Guangxi Beibu Gulf Port, China",21.51087873,109.5385338,1aa6d82276f74b5d9b1fa3ce970e2968,139
864687.702337536,4424651.92444113,port53,Annaba,Algeria,DZA,"Annaba, Algeria",36.89622629,7.76762179,3541ca4603214711889265f27c8d2859,140
-11846265.1010445,2655382.76590113,port723,Mazatlan,Mexico,MEX,"Mazatlan, Mexico",23.19306025,-106.41681,0f1e7142f0704ba781b690118b2c490f,141
686919.742331689,8212108.20458615,port65,Ardal,Norway,NOR,"Ardal, Norway",59.14645139,6.170705035,5cd431589e8a49acaa50adb12c4e5ffb,142
-29791.5787175221,4275776.81187001,port70,Arzew,Algeria,DZA,"Arzew, Algeria",35.81923502,-0.267622305,a99340ed62c249828bdcff63dabb4df7,143
12153405.0049041,2245493.66292082,port1409,Yangpu,China,CHN,"Yangpu, China",19.7673758,109.1758947,1eb7fa1095494be18cf7dcd40f74a9b8,144
-12281962.4858259,2786416.01264421,port905,Pichilingue,Mexico,MEX,"Pichilingue, Mexico",24.27059407,-110.3307462,ff430a58f93f41b78c92f94d695cbf11,145
1535077.65522614,5720079.71001368,port1318,Trieste,Italy,ITA,"Trieste, Italy",45.62262646,13.7898372,4968c6ac2b244968bf8394160df2d1e7,146
3977992.01034694,3164461.66010488,port305,Duba Bulk Plant Tanker Terminal,Saudi Arabia,SAU,"Duba Bulk Plant Tanker Terminal, Saudi Arabia",27.32760527,35.73491023,01a3857f80e54001b8fc83880b3c8470,147
13515368.4175595,4517079.00990923,port1410,Yantai,China,CHN,"Yantai, China",37.55733184,121.4106202,c08000945dd14ba8b967deb53eda2025,148
-9982619.16893631,2432926.09881395,port1023,Puerto Progreso,Mexico,MEX,"Puerto Progreso, Mexico",21.34384604,-89.67539375,7e49d26e1ce5476895cd13c32707c96f,149
14811373.929857,5271253.49068554,port1374,Vostochnyy,Russian Federation,RUS,"Vostochnyy, Russian Federation",42.73190378,133.0528358,eee92ae658ee4383984ea33a5464d065,151
-13032176.0599616,3812680.78924428,port1109,Rosarito,Mexico,MEX,"Rosarito, Mexico",32.37533608,-117.0700294,235533c9802f41739203dc4a29150849,152
424484.604170739,6676790.11201498,port1284,Terneuzen,The Netherlands,NLD,"Terneuzen, The Netherlands",51.31267679,3.813210078,ac14ac78b6b44a91b9d2ce6c02393abb,153
12875717.4173395,-3938162.46044129,port190,Bunbury,Australia,AUS,"Bunbury, Australia",-33.32230005,115.6645375,88e3a2ba7ad040f5ad89b3c03cfcf19c,154
12723095.979829,2581893.18470402,port1414,Yantian,China,CHN,"Yantian, China",22.58487742,114.2935158,4b79fd2667f1435caee27b6b569f418f,155
-10596331.4632121,1826756.84241945,port1136,Salina Cruz,Mexico,MEX,"Salina Cruz, Mexico",16.19017688,-95.18846509,4ac55a6051554447a694fa714ff09a40,156
15186547.0856053,-1558019.45108118,port741,Milner Bay,Australia,AUS,"Milner Bay, Australia",-13.85877777,136.4230736,7a6526520b554dbc954f3053b1bdd842,157
13585761.3420905,4972141.01175667,port1415,Yingkou,China,CHN,"Yingkou, China",40.72688954,122.0429706,e92bc875ebb2401ba41fa52ba1fdb1f2,158
12456791.1376104,-759258.871452765,port1327,Tuban,Indonesia,IDN,"Tuban, Indonesia",-6.80448666,111.9012587,5828c296d00f42f6b030c4ec1bac6d8e,159
-9699497.55729716,2341248.76142752,port1144,San Miguel De Cozumel,Mexico,MEX,"San Miguel De Cozumel, Mexico",20.57479256,-87.13206904,1067877206a145718533355457ca4ffd,160
12632936.5653875,2635349.53755322,port425,Guangzhou (Nansha),China,CHN,"Guangzhou (Nansha), China",23.02754052,113.4836,b2aed870c935402cadd00d7a257246f0,161
13406073.8283038,3759980.03581027,port1425,Suzhou (Zhangjiagang),China,CHN,"Suzhou (Zhangjiagang), China",31.97462356,120.4288102,aeb012c6e5a64054b63ab05cb14af181,162
565758.502927108,4403706.85487876,port138,Bejaia,Algeria,DZA,"Bejaia, Algeria",36.74560772,5.082295103,6dd5874b14dd4cf9a6a037b790fc861a,163
-10889810.6588359,2541544.42080161,port1260,Tampico,Mexico,MEX,"Tampico, Mexico",22.24980975,-97.82483356,639f02e18bb7487492fd640e56319ebf,164
